data,cidade,objetivo,criativo,impressoes,cliques,gastos,leads
2025-06-21,Juazeiro do Norte,Alcance,Imagem 1,262,1,0.86,0
2025-06-21,Juazeiro do Norte,Alcance,Imagem 2,340,1,0.75,0
2025-06-21,Juazeiro do Norte,Tráfego,Vídeo 1,191,3,2.55,0
2025-06-21,Juazeiro do Norte,Tráfego,Vídeo 2,130,2,1.09,0
2025-06-21,Juazeiro do Norte,Tráfego,Vídeo 3,248,2,0.84,0
2025-06-21,Juazeiro do Norte,Tráfego,Imagem 1,102,0,0.0,0
2025-06-21,Juazeiro do Norte,Tráfego,Imagem 2,134,2,2.24,0
2025-06-21,Juazeiro do Norte,Engajamento,Vídeo 1,378,7,5.59,0
2025-06-21,Juazeiro do Norte,Engajamento,Vídeo 2,120,2,1.86,0
2025-06-21,Juazeiro do Norte,Engajamento,Vídeo 3,126,2,1.88,0
2025-06-21,Juazeiro do Norte,Engajamento,Imagem 1,165,2,2.17,0
2025-06-21,Juazeiro do Norte,Engajamento,Imagem 2,120,1,0.89,0
2025-06-21,Juazeiro do Norte,Leads,Vídeo 1,293,3,2.2,0
2025-06-21,Juazeiro do Norte,Leads,Vídeo 2,349,5,4.24,0
2025-06-21,Juazeiro do Norte,Leads,Vídeo 3,246,2,1.19,0
2025-06-21,Juazeiro do Norte,Leads,Imagem 1,256,2,1.6,0
2025-06-21,Juazeiro do Norte,Leads,Imagem 2,231,2,2.19,0
2025-06-22,Fortaleza,Alcance,Vídeo 1,220,0,0.0,0
2025-06-22,Fortaleza,Alcance,Vídeo 2,495,1,0.77,0
2025-06-22,Fortaleza,Alcance,Vídeo 3,713,3,2.82,0
2025-06-22,Fortaleza,Alcance,Imagem 1,516,2,1.64,0
2025-06-22,Fortaleza,Alcance,Imagem 2,482,2,1.21,0
2025-06-22,Fortaleza,Tráfego,Vídeo 1,204,1,0.94,0
2025-06-22,Fortaleza,Tráfego,Vídeo 2,203,4,2.67,0
2025-06-22,Fortaleza,Tráfego,Vídeo 3,204,1,0.44,0
2025-06-22,Fortaleza,Tráfego,Imagem 1,102,1,0.63,0
2025-06-22,Fortaleza,Tráfego,Imagem 2,287,0,0.0,0
2025-06-22,Fortaleza,Engajamento,Vídeo 1,397,5,4.61,0
2025-06-22,Fortaleza,Engajamento,Vídeo 2,319,4,1.62,0
2025-06-22,Fortaleza,Engajamento,Vídeo 3,227,5,2.88,0
2025-06-22,Fortaleza,Engajamento,Imagem 1,183,3,0.51,0
2025-06-22,Fortaleza,Engajamento,Imagem 2,504,15,5.62,0
2025-06-22,Fortaleza,Leads,Vídeo 1,543,5,3.15,0
2025-06-22,Fortaleza,Leads,Vídeo 2,589,6,1.02,0
2025-06-22,Fortaleza,Leads,Vídeo 3,798,11,8.24,0
2025-06-22,Fortaleza,Leads,Imagem 1,386,3,3.43,0
2025-06-22,Fortaleza,Leads,Imagem 2,531,6,2.36,0
2025-06-22,Crato,Alcance,Vídeo 1,88,0,0.0,0
2025-06-22,Crato,Alcance,Vídeo 2,73,0,0.0,0
2025-06-22,Crato,Alcance,Vídeo 3,192,0,0.0,0
2025-06-22,Crato,Alcance,Imagem 1,85,0,0.0,0
2025-06-22,Crato,Alcance,Imagem 2,103,0,0.0,0
2025-06-22,Crato,Tráfego,Vídeo 1,154,1,0.99,0
2025-06-22,Crato,Tráfego,Vídeo 2,140,2,3.23,0
2025-06-22,Crato,Tráfego,Vídeo 3,92,2,2.02,0
2025-06-22,Crato,Tráfego,Imagem 1,155,2,2.95,0
2025-06-22,Crato,Tráfego,Imagem 2,110,1,1.29,0
2025-06-22,Crato,Engajamento,Vídeo 1,139,2,0.89,0
2025-06-22,Crato,Engajamento,Vídeo 2,60,1,1.18,0
2025-06-22,Crato,Engajamento,Vídeo 3,40,0,0.0,0
2025-06-22,Crato,Engajamento,Imagem 1,66,0,0.0,0
2025-06-22,Crato,Engajamento,Imagem 2,134,3,1.97,0
2025-06-22,Crato,Leads,Vídeo 1,144,1,1.02,0
2025-06-22,Crato,Leads,Vídeo 2,159,2,2.23,0
2025-06-22,Crato,Leads,Vídeo 3,133,1,1.11,0
2025-06-22,Crato,Leads,Imagem 1,86,1,0.99,0
2025-06-22,Crato,Leads,Imagem 2,53,0,0.0,0
2025-06-22,Russas,Alcance,Vídeo 1,76,0,0.0,0
2025-06-22,Russas,Alcance,Vídeo 2,148,0,0.0,0
2025-06-22,Russas,Alcance,Vídeo 3,73,0,0.0,0
2025-06-22,Russas,Alcance,Imagem 1,136,0,0.0,0
2025-06-22,Russas,Alcance,Imagem 2,94,0,0.0,0
2025-06-22,Russas,Tráfego,Vídeo 1,171,3,2.83,0
2025-06-22,Russas,Tráfego,Vídeo 2,154,1,0.53,0
2025-06-22,Russas,Tráfego,Vídeo 3,223,2,2.1,0
2025-06-22,Russas,Tráfego,Imagem 1,141,1,1.06,0
2025-06-22,Russas,Tráfego,Imagem 2,130,1,0.45,0
2025-06-22,Russas,Engajamento,Vídeo 1,97,1,1.15,0
2025-06-22,Russas,Engajamento,Vídeo 2,101,4,4.07,0
2025-06-22,Russas,Engajamento,Vídeo 3,46,0,0.0,0
2025-06-22,Russas,Engajamento,Imagem 1,79,1,0.65,0
2025-06-22,Russas,Engajamento,Imagem 2,106,0,0.0,0
2025-06-22,Russas,Leads,Vídeo 1,52,0,0.0,0
2025-06-22,Russas,Leads,Vídeo 2,54,0,0.0,0
2025-06-22,Russas,Leads,Vídeo 3,70,0,0.0,0
2025-06-22,Russas,Leads,Imagem 1,90,1,0.77,0
2025-06-22,Russas,Leads,Imagem 2,79,0,0.0,0
2025-06-22,Beberibe,Alcance,Vídeo 1,26,0,0.0,0
2025-06-22,Beberibe,Alcance,Vídeo 2,36,0,0.0,0
2025-06-22,Beberibe,Alcance,Vídeo 3,36,0,0.0,0
2025-06-22,Beberibe,Alcance,Imagem 1,22,0,0.0,0
2025-06-22,Beberibe,Alcance,Imagem 2,20,0,0.0,0
2025-06-22,Beberibe,Tráfego,Vídeo 1,112,1,0.58,0
2025-06-22,Beberibe,Tráfego,Vídeo 2,103,1,0.75,0
2025-06-22,Beberibe,Tráfego,Vídeo 3,45,1,1.13,0
2025-06-22,Beberibe,Tráfego,Imagem 1,102,0,0.0,0
2025-06-22,Beberibe,Tráfego,Imagem 2,79,1,1.34,0
2025-06-22,Beberibe,Engajamento,Vídeo 1,22,0,0.0,0
2025-06-22,Beberibe,Engajamento,Vídeo 2,40,0,0.0,0
2025-06-22,Beberibe,Engajamento,Vídeo 3,15,0,0.0,0
2025-06-22,Beberibe,Engajamento,Imagem 1,42,0,0.0,0
2025-06-22,Beberibe,Engajamento,Imagem 2,37,0,0.0,0
2025-06-22,Beberibe,Leads,Vídeo 1,8,0,0.0,0
2025-06-22,Beberibe,Leads,Vídeo 2,11,0,0.0,0
2025-06-22,Beberibe,Leads,Vídeo 3,28,0,0.0,0
2025-06-22,Beberibe,Leads,Imagem 1,30,0,0.0,0
2025-06-22,Beberibe,Leads,Imagem 2,33,0,0.0,0
2025-06-22,Massapê,Alcance,Vídeo 1,15,0,0.0,0
2025-06-22,Massapê,Alcance,Vídeo 2,27,0,0.0,0
2025-06-22,Massapê,Alcance,Vídeo 3,25,0,0.0,0
2025-06-22,Massapê,Alcance,Imagem 1,22,0,0.0,0
2025-06-22,Massapê,Alcance,Imagem 2,24,0,0.0,0
2025-06-22,Massapê,Tráfego,Vídeo 1,63,1,0.71,0
2025-06-22,Massapê,Tráfego,Vídeo 2,62,0,0.0,0
2025-06-22,Massapê,Tráfego,Vídeo 3,67,1,0.91,0
2025-06-22,Massapê,Tráfego,Imagem 1,46,0,0.0,0
2025-06-22,Massapê,Tráfego,Imagem 2,30,0,0.0,0
2025-06-22,Massapê,Engajamento,Vídeo 1,27,0,0.0,0
2025-06-22,Massapê,Engajamento,Vídeo 2,22,0,0.0,0
2025-06-22,Massapê,Engajamento,Vídeo 3,23,0,0.0,0
2025-06-22,Massapê,Engajamento,Imagem 1,15,0,0.0,0
2025-06-22,Massapê,Engajamento,Imagem 2,23,0,0.0,0
2025-06-22,Massapê,Leads,Vídeo 1,37,0,0.0,0
2025-06-22,Massapê,Leads,Vídeo 2,34,0,0.0,0
2025-06-22,Massapê,Leads,Vídeo 3,34,0,0.0,0
2025-06-22,Massapê,Leads,Imagem 1,36,0,0.0,0
2025-06-22,Massapê,Leads,Imagem 2,54,0,0.0,0
2025-06-22,Limoeiro do Norte,Alcance,Vídeo 1,360,1,1.21,0
2025-06-22,Limoeiro do Norte,Alcance,Vídeo 2,457,2,1.68,0
2025-06-22,Limoeiro do Norte,Alcance,Vídeo 3,162,0,0.0,0
2025-06-22,Limoeiro do Norte,Alcance,Imagem 1,224,1,0.91,0
2025-06-22,Limoeiro do Norte,Alcance,Imagem 2,198,0,0.0,0
2025-06-22,Limoeiro do Norte,Tráfego,Vídeo 1,221,4,3.05,0
2025-06-22,Limoeiro do Norte,Tráfego,Vídeo 2,210,2,1.48,0
2025-06-22,Limoeiro do Norte,Tráfego,Vídeo 3,109,0,0.0,0
2025-06-22,Limoeiro do Norte,Tráfego,Imagem 1,108,1,0.7,0
2025-06-22,Limoeiro do Norte,Tráfego,Imagem 2,292,1,1.07,0
2025-06-22,Limoeiro do Norte,Engajamento,Vídeo 1,209,6,5.36,0
2025-06-22,Limoeiro do Norte,Engajamento,Vídeo 2,50,1,0.98,0
2025-06-22,Limoeiro do Norte,Engajamento,Vídeo 3,175,2,1.5,0
2025-06-22,Limoeiro do Norte,Engajamento,Imagem 1,271,3,0.84,0
2025-06-22,Limoeiro do Norte,Engajamento,Imagem 2,105,1,1.44,0
2025-06-22,Limoeiro do Norte,Leads,Vídeo 1,348,2,1.15,0
2025-06-22,Limoeiro do Norte,Leads,Vídeo 2,367,6,3.92,0
2025-06-22,Limoeiro do Norte,Leads,Vídeo 3,415,4,4.45,0
2025-06-22,Limoeiro do Norte,Leads,Imagem 1,391,1,1.02,0
2025-06-22,Limoeiro do Norte,Leads,Imagem 2,416,3,1.54,0
2025-06-22,Sobral,Alcance,Vídeo 1,338,2,1.21,0
2025-06-22,Sobral,Alcance,Vídeo 2,226,1,1.77,0
2025-06-22,Sobral,Alcance,Vídeo 3,401,1,0.85,0
2025-06-22,Sobral,Alcance,Imagem 1,409,1,1.04,0
2025-06-22,Sobral,Alcance,Imagem 2,200,1,0.74,0
2025-06-22,Sobral,Tráfego,Vídeo 1,226,4,3.13,0
2025-06-22,Sobral,Tráfego,Vídeo 2,418,9,3.72,0
2025-06-22,Sobral,Tráfego,Vídeo 3,268,4,2.76,0
2025-06-22,Sobral,Tráfego,Imagem 1,346,5,4.06,0
2025-06-22,Sobral,Tráfego,Imagem 2,328,0,0.0,0
2025-06-22,Sobral,Engajamento,Vídeo 1,206,4,0.75,0
2025-06-22,Sobral,Engajamento,Vídeo 2,236,7,5.85,0
2025-06-22,Sobral,Engajamento,Vídeo 3,300,6,4.9,0
2025-06-22,Sobral,Engajamento,Imagem 1,397,5,4.88,0
2025-06-22,Sobral,Engajamento,Imagem 2,201,4,2.94,0
2025-06-22,Sobral,Leads,Vídeo 1,210,2,1.02,0
2025-06-22,Sobral,Leads,Vídeo 2,258,3,1.21,0
2025-06-22,Sobral,Leads,Vídeo 3,193,2,1.29,0
2025-06-22,Sobral,Leads,Imagem 1,219,3,1.52,0
2025-06-22,Sobral,Leads,Imagem 2,72,0,0.0,0
2025-06-22,Juazeiro do Norte,Alcance,Vídeo 1,123,0,0.0,0
2025-06-22,Juazeiro do Norte,Alcance,Vídeo 2,312,2,0.58,0
2025-06-22,Juazeiro do Norte,Alcance,Vídeo 3,80,0,0.0,0
2025-06-22,Juazeiro do Norte,Alcance,Imagem 1,229,0,0.0,0
2025-06-22,Juazeiro do Norte,Alcance,Imagem 2,252,1,1.39,0
2025-06-22,Juazeiro do Norte,Tráfego,Vídeo 1,90,1,0.97,0
2025-06-22,Juazeiro do Norte,Tráfego,Vídeo 2,86,1,1.15,0
2025-06-22,Juazeiro do Norte,Tráfego,Vídeo 3,114,2,1.68,0
2025-06-22,Juazeiro do Norte,Tráfego,Imagem 1,67,0,0.0,0
2025-06-22,Juazeiro do Norte,Tráfego,Imagem 2,100,0,0.0,0
2025-06-22,Juazeiro do Norte,Engajamento,Vídeo 1,105,1,0.53,0
2025-06-22,Juazeiro do Norte,Engajamento,Vídeo 2,122,3,3.34,0
2025-06-22,Juazeiro do Norte,Engajamento,Vídeo 3,256,4,3.77,0
2025-06-22,Juazeiro do Norte,Engajamento,Imagem 1,136,2,0.71,0
2025-06-22,Juazeiro do Norte,Engajamento,Imagem 2,112,2,0.7,0
2025-06-22,Juazeiro do Norte,Leads,Vídeo 1,167,0,0.0,0
2025-06-22,Juazeiro do Norte,Leads,Vídeo 2,301,1,0.81,0
2025-06-22,Juazeiro do Norte,Leads,Vídeo 3,232,1,0.65,0
2025-06-22,Juazeiro do Norte,Leads,Imagem 1,239,2,1.37,0
2025-06-22,Juazeiro do Norte,Leads,Imagem 2,224,2,1.04,0
2025-06-23,Fortaleza,Alcance,Vídeo 1,794,2,1.36,0
2025-06-23,Fortaleza,Alcance,Vídeo 2,689,2,2.6,0
2025-06-23,Fortaleza,Alcance,Vídeo 3,379,1,0.88,0
2025-06-23,Fortaleza,Alcance,Imagem 1,695,2,1.31,0
2025-06-23,Fortaleza,Alcance,Imagem 2,521,1,1.11,0
2025-06-23,Fortaleza,Tráfego,Vídeo 1,953,16,2.72,0
2025-06-23,Fortaleza,Tráfego,Vídeo 2,735,10,3.51,0
2025-06-23,Fortaleza,Tráfego,Vídeo 3,809,9,5.49,0
2025-06-23,Fortaleza,Tráfego,Imagem 1,646,10,7.99,0
2025-06-23,Fortaleza,Tráfego,Imagem 2,588,5,5.5,0
2025-06-23,Fortaleza,Engajamento,Vídeo 1,656,12,12.85,0
2025-06-23,Fortaleza,Engajamento,Vídeo 2,648,19,11.87,0
2025-06-23,Fortaleza,Engajamento,Vídeo 3,856,19,9.16,0
2025-06-23,Fortaleza,Engajamento,Imagem 1,685,2,1.09,0
2025-06-23,Fortaleza,Engajamento,Imagem 2,370,11,3.29,0
2025-06-23,Fortaleza,Leads,Vídeo 1,1428,14,14.07,1
2025-06-23,Fortaleza,Leads,Vídeo 2,998,6,4.73,0
2025-06-23,Fortaleza,Leads,Vídeo 3,1497,26,23.74,2
2025-06-23,Fortaleza,Leads,Imagem 1,1041,15,16.66,1
2025-06-23,Fortaleza,Leads,Imagem 2,1337,19,26.88,1
2025-06-23,Crato,Alcance,Vídeo 1,37,0,0.0,0
2025-06-23,Crato,Alcance,Vídeo 2,103,0,0.0,0
2025-06-23,Crato,Alcance,Vídeo 3,44,0,0.0,0
2025-06-23,Crato,Alcance,Imagem 1,21,0,0.0,0
2025-06-23,Crato,Alcance,Imagem 2,80,0,0.0,0
2025-06-23,Crato,Tráfego,Vídeo 1,100,2,1.84,0
2025-06-23,Crato,Tráfego,Vídeo 2,156,2,0.86,0
2025-06-23,Crato,Tráfego,Vídeo 3,80,1,1.36,0
2025-06-23,Crato,Tráfego,Imagem 1,96,1,0.62,0
2025-06-23,Crato,Tráfego,Imagem 2,111,1,1.1,0
2025-06-23,Crato,Engajamento,Vídeo 1,124,3,2.32,0
2025-06-23,Crato,Engajamento,Vídeo 2,96,3,3.31,0
2025-06-23,Crato,Engajamento,Vídeo 3,69,1,0.9,0
2025-06-23,Crato,Engajamento,Imagem 1,105,2,2.96,0
2025-06-23,Crato,Engajamento,Imagem 2,81,0,0.0,0
2025-06-23,Crato,Leads,Vídeo 1,55,0,0.0,0
2025-06-23,Crato,Leads,Vídeo 2,135,0,0.0,0
2025-06-23,Crato,Leads,Vídeo 3,167,1,0.79,0
2025-06-23,Crato,Leads,Imagem 1,122,1,1.32,0
2025-06-23,Crato,Leads,Imagem 2,95,1,1.09,0
2025-06-23,Russas,Alcance,Vídeo 1,62,0,0.0,0
2025-06-23,Russas,Alcance,Vídeo 2,130,0,0.0,0
2025-06-23,Russas,Alcance,Vídeo 3,128,0,0.0,0
2025-06-23,Russas,Alcance,Imagem 1,115,0,0.0,0
2025-06-23,Russas,Alcance,Imagem 2,63,0,0.0,0
2025-06-23,Russas,Tráfego,Vídeo 1,29,0,0.0,0
2025-06-23,Russas,Tráfego,Vídeo 2,24,0,0.0,0
2025-06-23,Russas,Tráfego,Vídeo 3,45,0,0.0,0
2025-06-23,Russas,Tráfego,Imagem 1,32,0,0.0,0
2025-06-23,Russas,Tráfego,Imagem 2,24,0,0.0,0
2025-06-23,Russas,Engajamento,Vídeo 1,70,1,1.25,0
2025-06-23,Russas,Engajamento,Vídeo 2,36,0,0.0,0
2025-06-23,Russas,Engajamento,Vídeo 3,46,0,0.0,0
2025-06-23,Russas,Engajamento,Imagem 1,35,0,0.0,0
2025-06-23,Russas,Engajamento,Imagem 2,59,1,1.55,0
2025-06-23,Russas,Leads,Vídeo 1,125,0,0.0,0
2025-06-23,Russas,Leads,Vídeo 2,110,1,1.45,0
2025-06-23,Russas,Leads,Vídeo 3,102,0,0.0,0
2025-06-23,Russas,Leads,Imagem 1,170,1,0.19,0
2025-06-23,Russas,Leads,Imagem 2,83,0,0.0,0
2025-06-23,Beberibe,Alcance,Vídeo 1,35,0,0.0,0
2025-06-23,Beberibe,Alcance,Vídeo 2,28,0,0.0,0
2025-06-23,Beberibe,Alcance,Vídeo 3,33,0,0.0,0
2025-06-23,Beberibe,Alcance,Imagem 1,28,0,0.0,0
2025-06-23,Beberibe,Alcance,Imagem 2,31,0,0.0,0
2025-06-23,Beberibe,Tráfego,Vídeo 1,19,0,0.0,0
2025-06-23,Beberibe,Tráfego,Vídeo 2,18,0,0.0,0
2025-06-23,Beberibe,Tráfego,Vídeo 3,21,0,0.0,0
2025-06-23,Beberibe,Tráfego,Imagem 1,23,0,0.0,0
2025-06-23,Beberibe,Tráfego,Imagem 2,17,0,0.0,0
2025-06-23,Beberibe,Engajamento,Vídeo 1,42,0,0.0,0
2025-06-23,Beberibe,Engajamento,Vídeo 2,22,0,0.0,0
2025-06-23,Beberibe,Engajamento,Vídeo 3,27,0,0.0,0
2025-06-23,Beberibe,Engajamento,Imagem 1,45,0,0.0,0
2025-06-23,Beberibe,Engajamento,Imagem 2,34,0,0.0,0
2025-06-23,Beberibe,Leads,Vídeo 1,19,0,0.0,0
2025-06-23,Beberibe,Leads,Vídeo 2,26,0,0.0,0
2025-06-23,Beberibe,Leads,Vídeo 3,18,0,0.0,0
2025-06-23,Beberibe,Leads,Imagem 1,15,0,0.0,0
2025-06-23,Beberibe,Leads,Imagem 2,12,0,0.0,0
2025-06-23,Massapê,Alcance,Vídeo 1,88,0,0.0,0
2025-06-23,Massapê,Alcance,Vídeo 2,118,0,0.0,0
2025-06-23,Massapê,Alcance,Vídeo 3,97,0,0.0,0
2025-06-23,Massapê,Alcance,Imagem 1,109,0,0.0,0
2025-06-23,Massapê,Alcance,Imagem 2,63,0,0.0,0
2025-06-23,Massapê,Tráfego,Vídeo 1,71,1,1.1,0
2025-06-23,Massapê,Tráfego,Vídeo 2,57,0,0.0,0
2025-06-23,Massapê,Tráfego,Vídeo 3,72,0,0.0,0
2025-06-23,Massapê,Tráfego,Imagem 1,60,0,0.0,0
2025-06-23,Massapê,Tráfego,Imagem 2,91,1,0.71,0
2025-06-23,Massapê,Engajamento,Vídeo 1,47,1,1.25,0
2025-06-23,Massapê,Engajamento,Vídeo 2,86,1,0.72,0
2025-06-23,Massapê,Engajamento,Vídeo 3,51,1,0.56,0
2025-06-23,Massapê,Engajamento,Imagem 1,58,0,0.0,0
2025-06-23,Massapê,Engajamento,Imagem 2,74,1,1.4,0
2025-06-23,Massapê,Leads,Vídeo 1,81,1,0.64,0
2025-06-23,Massapê,Leads,Vídeo 2,94,1,1.1,0
2025-06-23,Massapê,Leads,Vídeo 3,88,0,0.0,0
2025-06-23,Massapê,Leads,Imagem 1,120,0,0.0,0
2025-06-23,Massapê,Leads,Imagem 2,127,0,0.0,0
2025-06-23,Limoeiro do Norte,Alcance,Vídeo 1,211,0,0.0,0
2025-06-23,Limoeiro do Norte,Alcance,Vídeo 2,73,0,0.0,0
2025-06-23,Limoeiro do Norte,Alcance,Vídeo 3,187,1,0.78,0
2025-06-23,Limoeiro do Norte,Alcance,Imagem 1,254,1,0.33,0
2025-06-23,Limoeiro do Norte,Alcance,Imagem 2,158,0,0.0,0
2025-06-23,Limoeiro do Norte,Tráfego,Vídeo 1,106,2,1.78,0
2025-06-23,Limoeiro do Norte,Tráfego,Vídeo 2,127,1,1.42,0
2025-06-23,Limoeiro do Norte,Tráfego,Vídeo 3,185,2,1.07,0
2025-06-23,Limoeiro do Norte,Tráfego,Imagem 1,108,1,1.04,0
2025-06-23,Limoeiro do Norte,Tráfego,Imagem 2,178,1,1.14,0
2025-06-23,Limoeiro do Norte,Engajamento,Vídeo 1,85,0,0.0,0
2025-06-23,Limoeiro do Norte,Engajamento,Vídeo 2,75,1,0.53,0
2025-06-23,Limoeiro do Norte,Engajamento,Vídeo 3,150,2,1.87,0
2025-06-23,Limoeiro do Norte,Engajamento,Imagem 1,145,2,1.49,0
2025-06-23,Limoeiro do Norte,Engajamento,Imagem 2,108,1,0.53,0
2025-06-23,Limoeiro do Norte,Leads,Vídeo 1,144,2,2.28,0
2025-06-23,Limoeiro do Norte,Leads,Vídeo 2,184,2,1.37,0
2025-06-23,Limoeiro do Norte,Leads,Vídeo 3,216,3,2.3,0
2025-06-23,Limoeiro do Norte,Leads,Imagem 1,152,1,1.54,0
2025-06-23,Limoeiro do Norte,Leads,Imagem 2,163,1,1.27,0
2025-06-23,Sobral,Alcance,Vídeo 1,322,1,0.21,0
2025-06-23,Sobral,Alcance,Vídeo 2,180,0,0.0,0
2025-06-23,Sobral,Alcance,Vídeo 3,262,1,0.61,0
2025-06-23,Sobral,Alcance,Imagem 1,480,1,1.33,0
2025-06-23,Sobral,Alcance,Imagem 2,343,1,0.6,0
2025-06-23,Sobral,Tráfego,Vídeo 1,352,3,2.63,0
2025-06-23,Sobral,Tráfego,Vídeo 2,85,0,0.0,0
2025-06-23,Sobral,Tráfego,Vídeo 3,224,4,0.86,0
2025-06-23,Sobral,Tráfego,Imagem 1,166,2,1.83,0
2025-06-23,Sobral,Tráfego,Imagem 2,261,5,5.2,0
2025-06-23,Sobral,Engajamento,Vídeo 1,269,4,2.66,0
2025-06-23,Sobral,Engajamento,Vídeo 2,349,9,6.91,0
2025-06-23,Sobral,Engajamento,Vídeo 3,312,9,5.9,0
2025-06-23,Sobral,Engajamento,Imagem 1,245,5,1.28,0
2025-06-23,Sobral,Engajamento,Imagem 2,311,3,3.44,0
2025-06-23,Sobral,Leads,Vídeo 1,262,1,0.78,0
2025-06-23,Sobral,Leads,Vídeo 2,305,4,3.66,0
2025-06-23,Sobral,Leads,Vídeo 3,302,3,1.42,0
2025-06-23,Sobral,Leads,Imagem 1,414,6,2.69,0
2025-06-23,Sobral,Leads,Imagem 2,174,1,0.44,0
2025-06-23,Juazeiro do Norte,Alcance,Vídeo 1,149,0,0.0,0
2025-06-23,Juazeiro do Norte,Alcance,Vídeo 2,108,0,0.0,0
2025-06-23,Juazeiro do Norte,Alcance,Vídeo 3,196,0,0.0,0
2025-06-23,Juazeiro do Norte,Alcance,Imagem 1,88,0,0.0,0
2025-06-23,Juazeiro do Norte,Alcance,Imagem 2,177,0,0.0,0
2025-06-23,Juazeiro do Norte,Tráfego,Vídeo 1,231,4,3.73,0
2025-06-23,Juazeiro do Norte,Tráfego,Vídeo 2,191,1,0.88,0
2025-06-23,Juazeiro do Norte,Tráfego,Vídeo 3,123,1,0.31,0
2025-06-23,Juazeiro do Norte,Tráfego,Imagem 1,192,2,1.47,0
2025-06-23,Juazeiro do Norte,Tráfego,Imagem 2,149,0,0.0,0
2025-06-23,Juazeiro do Norte,Engajamento,Vídeo 1,134,3,3.18,0
2025-06-23,Juazeiro do Norte,Engajamento,Vídeo 2,105,2,2.27,0
2025-06-23,Juazeiro do Norte,Engajamento,Vídeo 3,99,2,1.38,0
2025-06-23,Juazeiro do Norte,Engajamento,Imagem 1,101,2,2.08,0
2025-06-23,Juazeiro do Norte,Engajamento,Imagem 2,88,1,0.42,0
2025-06-23,Juazeiro do Norte,Leads,Vídeo 1,78,1,0.77,0
2025-06-23,Juazeiro do Norte,Leads,Vídeo 2,118,1,0.68,0
2025-06-23,Juazeiro do Norte,Leads,Vídeo 3,95,1,0.55,0
2025-06-23,Juazeiro do Norte,Leads,Imagem 1,108,1,0.91,0
2025-06-23,Juazeiro do Norte,Leads,Imagem 2,123,0,0.0,0
2025-06-24,Fortaleza,Alcance,Vídeo 1,164,0,0.0,0
2025-06-24,Fortaleza,Alcance,Vídeo 2,319,1,0.47,0
2025-06-24,Fortaleza,Alcance,Vídeo 3,428,0,0.0,0
2025-06-24,Fortaleza,Alcance,Imagem 1,407,0,0.0,0
2025-06-24,Fortaleza,Alcance,Imagem 2,607,1,0.7,0
2025-06-24,Fortaleza,Tráfego,Vídeo 1,156,1,0.57,0
2025-06-24,Fortaleza,Tráfego,Vídeo 2,167,2,1.27,0
2025-06-24,Fortaleza,Tráfego,Vídeo 3,249,4,1.24,0
2025-06-24,Fortaleza,Tráfego,Imagem 1,167,2,1.7,0
2025-06-24,Fortaleza,Tráfego,Imagem 2,223,2,1.37,0
2025-06-24,Fortaleza,Engajamento,Vídeo 1,211,5,3.24,0
2025-06-24,Fortaleza,Engajamento,Vídeo 2,232,6,4.0,0
2025-06-24,Fortaleza,Engajamento,Vídeo 3,235,4,2.95,0
2025-06-24,Fortaleza,Engajamento,Imagem 1,216,3,1.66,0
2025-06-24,Fortaleza,Engajamento,Imagem 2,227,5,4.75,0
2025-06-24,Fortaleza,Leads,Vídeo 1,104,0,0.0,0
2025-06-24,Fortaleza,Leads,Vídeo 2,130,1,1.37,0
2025-06-24,Fortaleza,Leads,Vídeo 3,108,0,0.0,0
2025-06-24,Fortaleza,Leads,Imagem 1,104,1,0.97,0
2025-06-24,Fortaleza,Leads,Imagem 2,226,1,0.79,0
2025-06-24,Crato,Alcance,Vídeo 1,150,0,0.0,0
2025-06-24,Crato,Alcance,Vídeo 2,115,0,0.0,0
2025-06-24,Crato,Alcance,Vídeo 3,196,0,0.0,0
2025-06-24,Crato,Alcance,Imagem 1,168,0,0.0,0
2025-06-24,Crato,Alcance,Imagem 2,141,0,0.0,0
2025-06-24,Crato,Tráfego,Vídeo 1,245,2,3.26,0
2025-06-24,Crato,Tráfego,Vídeo 2,220,3,2.46,0
2025-06-24,Crato,Tráfego,Vídeo 3,220,3,2.58,0
2025-06-24,Crato,Tráfego,Imagem 1,175,2,2.28,0
2025-06-24,Crato,Tráfego,Imagem 2,174,0,0.0,0
2025-06-24,Crato,Engajamento,Vídeo 1,71,1,0.5,0
2025-06-24,Crato,Engajamento,Vídeo 2,42,0,0.0,0
2025-06-24,Crato,Engajamento,Vídeo 3,82,2,1.27,0
2025-06-24,Crato,Engajamento,Imagem 1,91,2,1.54,0
2025-06-24,Crato,Engajamento,Imagem 2,130,2,1.14,0
2025-06-24,Crato,Leads,Vídeo 1,132,2,1.98,0
2025-06-24,Crato,Leads,Vídeo 2,123,2,1.37,0
2025-06-24,Crato,Leads,Vídeo 3,47,0,0.0,0
2025-06-24,Crato,Leads,Imagem 1,189,1,0.77,0
2025-06-24,Crato,Leads,Imagem 2,122,1,1.07,0
2025-06-24,Russas,Alcance,Vídeo 1,172,0,0.0,0
2025-06-24,Russas,Alcance,Vídeo 2,116,0,0.0,0
2025-06-24,Russas,Alcance,Vídeo 3,100,0,0.0,0
2025-06-24,Russas,Alcance,Imagem 1,99,0,0.0,0
2025-06-24,Russas,Alcance,Imagem 2,99,0,0.0,0
